age,workclass,fnlwgt,education,education-level,marital,occupation,relationship,race,sex,capital-gain,capital,hours,native,income
1,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,0,United-States,1
0,?,0,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,0
1,Private,0,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0,0,0,United-States,0
0,Private,0,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
1,Local-gov,0,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,2258,0,United-States,0
1,Private,1,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,0,United-States,0
0,Local-gov,0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,1,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,1,United-States,1
0,Private,0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,0
0,State-gov,0,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,?,0
1,Private,1,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
0,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,0
0,?,1,Some-college,10,Never-married,?,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,?,1
0,Private,0,7th-8th,4,Never-married,Other-service,Own-child,Black,Male,0,0,1,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,1,United-States,0
0,Private,0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,0
1,State-gov,0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
0,Private,0,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
0,Self-emp-not-inc,0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,Prof-school,15,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,1
0,?,1,HS-grad,9,Married-civ-spouse,?,Husband,Black,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,0,United-States,1
1,Private,0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,0,United-States,1
1,Self-emp-inc,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,0,United-States,1
0,Private,0,HS-grad,9,Never-married,Craft-repair,Other-relative,Amer-Indian-Eskimo,Male,27828,0,1,United-States,1
0,Private,1,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,0
0,State-gov,1,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,0,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
1,Private,1,12th,8,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,1,?,1
0,Local-gov,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
0,Private,0,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,1,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,0
0,Private,0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
0,?,1,Bachelors,13,Married-civ-spouse,?,Wife,White,Female,0,0,0,United-States,0
0,?,0,Some-college,10,Never-married,?,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,0
0,Private,1,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,0
1,State-gov,1,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,0,0,0,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,1
1,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,9,Divorced,Transport-moving,Other-relative,White,Male,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,0,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
0,Private,1,11th,7,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
1,Private,0,Assoc-voc,11,Divorced,Sales,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,1,?,0
0,Private,0,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Masters,14,Never-married,Exec-managerial,Own-child,White,Male,0,0,0,United-States,1
0,Private,0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,1
1,Self-emp-not-inc,0,Masters,14,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,0,United-States,0
0,Self-emp-not-inc,1,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
1,Private,1,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,0,United-States,0
0,Private,0,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,0,10th,6,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,1,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
0,Self-emp-inc,1,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
0,Private,1,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,1,United-States,0
0,?,1,Some-college,10,Never-married,?,Own-child,White,Male,0,0,1,United-States,0
1,Federal-gov,0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,0,United-States,1
0,Private,1,HS-grad,9,Separated,Sales,Unmarried,Black,Female,0,0,0,United-States,0
1,Private,0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
0,Federal-gov,1,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Male,0,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,State-gov,1,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,Columbia,1
1,Private,0,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,1,United-States,0
0,Private,1,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,1,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,1
0,Private,1,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,1,United-States,0
1,Federal-gov,1,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,1,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,0
0,Private,0,Masters,14,Never-married,Sales,Not-in-family,White,Female,0,0,0,United-States,0
0,State-gov,1,Bachelors,13,Separated,Exec-managerial,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,0,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,0,United-States,0
0,Self-emp-not-inc,0,Bachelors,13,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6849,0,1,United-States,0
0,Private,1,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,1
1,?,1,HS-grad,9,Divorced,?,Not-in-family,Black,Female,0,0,0,United-States,0
0,State-gov,0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,1
1,?,0,HS-grad,9,Widowed,?,Not-in-family,Black,Female,0,0,0,United-States,0
1,Self-emp-inc,1,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,0
0,Private,1,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,1,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,1
1,Federal-gov,1,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
1,Private,0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,1,United-States,0
1,Self-emp-not-inc,1,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,0
1,Self-emp-inc,1,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,Greece,1
1,Self-emp-not-inc,0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,1
1,Private,0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1816,1,?,0
0,State-gov,1,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,1,?,0
0,Private,0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,1,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,0
1,Private,0,10th,6,Separated,Priv-house-serv,Not-in-family,Black,Female,0,0,0,United-States,0
0,Private,0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,0,United-States,0
1,Private,0,5th-6th,3,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,0,United-States,0
1,Self-emp-inc,1,Masters,14,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,1,United-States,0
1,Private,0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
0,Federal-gov,0,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Divorced,Tech-support,Unmarried,White,Female,0,0,0,United-States,0
1,Self-emp-not-inc,0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,10520,0,1,United-States,1
1,Private,1,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,1,United-States,0
1,Private,0,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Guatemala,0
0,Private,1,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,99999,0,1,United-States,1
1,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,0,United-States,0
0,Private,0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,2174,0,1,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,1,United-States,0
0,Private,0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1740,0,Haiti,0
1,Private,0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2174,0,1,United-States,0
0,?,0,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,0,?,0
1,Private,1,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
1,State-gov,0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,1
0,Private,1,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,1,United-States,0
1,Self-emp-not-inc,1,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,0,United-States,0
1,?,1,Doctorate,16,Widowed,?,Not-in-family,White,Female,0,0,0,United-States,0
0,?,1,HS-grad,9,Divorced,?,Not-in-family,Black,Female,0,0,0,United-States,0
1,Self-emp-not-inc,0,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,0,1668,1,United-States,0
1,Self-emp-not-inc,0,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,1,United-States,0
0,Private,1,12th,8,Never-married,Other-service,Own-child,Black,Male,0,0,0,United-States,0
1,Private,0,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,0
0,Local-gov,0,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
1,Private,1,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,1
1,Private,0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Exec-managerial,Own-child,Black,Male,0,0,0,United-States,0
1,Local-gov,0,Assoc-voc,11,Divorced,Tech-support,Unmarried,Asian-Pac-Islander,Male,0,0,0,United-States,0
1,Private,0,Bachelors,13,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,0,United-States,0
0,Private,0,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
0,Local-gov,1,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,1,United-States,0
1,Private,0,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,0,England,0
1,Private,0,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,0,United-States,0
1,Self-emp-inc,1,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
1,Private,1,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1848,0,United-States,1
1,Private,0,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,0,Italy,0
1,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,0
0,Self-emp-not-inc,0,10th,6,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,0,United-States,0
1,Self-emp-not-inc,1,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,Italy,0
0,Private,1,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,1,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,12th,8,Married-spouse-absent,Other-service,Own-child,Other,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Widowed,Priv-house-serv,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
1,Private,0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
0,Private,1,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,1,United-States,0
0,Private,0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
0,Private,1,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,9th,5,Never-married,Other-service,Own-child,Black,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,1,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,United-States,0
1,Private,0,Masters,14,Never-married,Adm-clerical,Unmarried,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,7298,0,0,United-States,1
1,Private,0,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,0
0,?,1,Some-college,10,Never-married,?,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,0,United-States,1
1,Private,1,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,0,Haiti,1
1,Private,1,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
0,Private,1,Bachelors,13,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,0,United-States,0
0,Private,0,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,0,United-States,0
1,Local-gov,0,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,1
0,Private,0,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,0,United-States,1
0,Private,1,10th,6,Separated,Sales,Unmarried,Black,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,5178,0,0,United-States,1
0,Private,1,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,0
1,Self-emp-not-inc,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Private,1,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,0,United-States,0
0,Private,1,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,1,United-States,0
0,Private,0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,2176,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,1,Trinadad&Tobago,0
1,Private,1,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,0,Italy,1
0,Private,1,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,0,United-States,0
1,Self-emp-not-inc,0,Bachelors,13,Married-AF-spouse,Prof-specialty,Husband,White,Male,7298,0,1,United-States,1
1,Self-emp-not-inc,0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,1,?,0
1,Private,0,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,1
0,Private,1,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1848,0,United-States,1
0,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,1
0,Private,1,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,1,United-States,0
0,Private,1,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,0,United-States,1
0,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
1,Private,1,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,0,United-States,0
1,Local-gov,1,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,0
0,?,0,Some-college,10,Never-married,?,Own-child,White,Female,0,0,0,United-States,0
1,Private,0,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,1,United-States,0
0,?,0,Some-college,10,Never-married,?,Own-child,White,Male,0,0,0,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,1
1,Private,0,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,1
0,Private,0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,United-States,0
1,Private,1,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,991,0,0,United-States,0
1,Private,1,HS-grad,9,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,0
0,Self-emp-not-inc,1,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,0,United-States,0
1,Private,1,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
1,Private,0,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,0,England,0
1,Private,0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,0
0,Private,0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,1
1,State-gov,0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,0,United-States,0
1,Local-gov,1,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,1,United-States,1
0,Self-emp-not-inc,1,11th,7,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,0
0,Private,1,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,0,Jamaica,0
1,Federal-gov,1,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,0,United-States,0
0,Private,1,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,0
0,Private,0,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,0,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,0,United-States,0
1,Private,0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,0,Greece,0
1,Local-gov,0,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,0,United-States,1
0,Private,0,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,0,United-States,0
0,Local-gov,1,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,0,Cuba,0
0,Private,1,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,1,United-States,1
1,Private,0,HS-grad,9,Separated,Adm-clerical,Other-relative,Black,Female,0,0,0,United-States,0
1,Self-emp-inc,1,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,1
1,Local-gov,0,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,0,United-States,0
1,Private,1,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Other,Male,4064,0,0,United-States,0
0,?,0,HS-grad,9,Never-married,?,Own-child,White,Female,0,0,0,United-States,0
1,Private,0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,1,United-States,1
0,Private,0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,0,United-States,0
0,Private,0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,0,United-States,0
1,Self-emp-not-inc,1,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,1,United-States,0
1,Private,0,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,0,United-States,0
1,Private,0,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,0,Columbia,0
0,Local-gov,1,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,0,United-States,0
1,Private,0,10th,6,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,0,United-States,0
1,?,0,HS-grad,9,Married-civ-spouse,?,Husband,Other,Male,0,0,0,Columbia,0
1,Federal-gov,0,HS-grad,9,Never-married,Transport-moving,Unmarried,Asian-Pac-Islander,Female,0,0,0,United-States,0
0,Private,0,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,1
0,Private,1,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,0,0,0,United-States,0
0,Private,1,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,0,United-States,0
0,Federal-gov,0,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,0,United-States,0
0,Private,1,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,0,United-States,0
